Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-03-24,23:37:31
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-03-25,23:33:19
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-03-26,23:48:35
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-03-27,22:14:55
,Northern Mariana Islands,US,15.0979,145.6739,,,3/28/20,23:05
,Northern Mariana Islands,US,15.0979,145.6739,,,3/29/20,23:08
,Northern Mariana Islands,US,15.0979,145.6739,,,3/30/20,22:52
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-03-31,23:43:56
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-01,21:58:49
,Northern Mariana Islands,US,15.0979,145.6739,,,4/2/20,23:25
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-03,22:46:37
,Northern Mariana Islands,US,15.0979,145.6739,,,4/4/20,23:34
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-05,23:06:45
,Northern Mariana Islands,US,15.0979,145.6739,,,4/6/20,23:22
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-07,23:04:49
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-08,22:51:58
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-09,23:02:37
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-10,22:54:07
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-11,22:45:33
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-12,23:18:00
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-13,23:07:54
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-14,23:33:31
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-15,22:56:51
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-16,23:30:51
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-17,23:30:52
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-18,22:32:47
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-19,23:41:01
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-20,23:36:47
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-21,23:30:50
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-22,23:30:53
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-24,03:30:50
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-25,06:30:53
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-26,02:30:51
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-27,02:30:52
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-28,02:30:51
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-29,02:32:29
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-04-30,02:32:27
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-01,02:32:28
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-02,02:32:27
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-03,02:32:28
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-04,02:32:28
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-05,02:32:34
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-06,02:32:31
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-07,02:32:28
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-08,02:32:32
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-09,02:32:35
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-10,02:32:30
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-11,02:32:30
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-12,03:32:27
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-13,03:32:26
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-14,03:32:28
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-15,02:33:02
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-16,02:32:19
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-17,02:32:32
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-18,02:32:21
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-19,02:32:18
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-20,02:32:19
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-21,02:32:48
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-22,02:36:51
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-23,02:32:42
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-24,02:32:43
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-25,02:32:44
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-26,02:32:35
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-27,02:32:31
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-28,02:32:31
,Northern Mariana Islands,US,15.0979,145.6739,,,2020-05-29,02:32:50
,Northern Mariana Islands,US,15.0979,145.6739,22.0,2.0,2020-05-30,02:32:48
,Northern Mariana Islands,US,15.0979,145.6739,22.0,2.0,2020-05-31,02:32:45
,Northern Mariana Islands,US,15.0979,145.6739,22.0,2.0,2020-06-01,02:32:46
,Northern Mariana Islands,US,15.0979,145.6739,22.0,2.0,2020-06-02,02:33:08
,Northern Mariana Islands,US,15.0979,145.6739,22.0,2.0,2020-06-03,02:33:13
,Northern Mariana Islands,US,15.0979,145.6739,23.0,2.0,2020-06-04,02:33:14
,Northern Mariana Islands,US,15.0979,145.6739,24.0,2.0,2020-06-05,02:33:06
,Northern Mariana Islands,US,15.0979,145.6739,26.0,2.0,2020-06-06,02:33:00
,Northern Mariana Islands,US,15.0979,145.6739,26.0,2.0,2020-06-07,03:53:30
,Northern Mariana Islands,US,15.0979,145.6739,26.0,2.0,2020-06-08,03:33:22
,Northern Mariana Islands,US,15.0979,145.6739,27.0,2.0,2020-06-09,03:33:03
,Northern Mariana Islands,US,15.0979,145.6739,28.0,2.0,2020-06-10,04:07:00
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-11,03:33:41
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-12,05:09:52
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-13,03:33:14
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-14,03:33:15
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-15,03:33:14
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-16,04:33:09
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-17,04:33:21
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-18,04:33:18
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-19,04:33:17
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-20,04:33:19
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-21,04:33:19
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-22,04:33:20
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-23,04:33:22
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-24,04:33:28
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-25,05:26:54
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-26,04:33:43
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-27,04:33:35
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-28,04:34:04
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-29,04:33:44
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-06-30,04:33:48
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-07-01,04:33:52
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-07-02,04:33:46
,Northern Mariana Islands,US,15.0979,145.6739,30.0,2.0,2020-07-03,04:33:54
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-04,04:33:51
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-05,04:33:46
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-06,04:33:57
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-07,04:34:00
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-08,05:33:48
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-09,04:34:23
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-10,04:34:24
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-11,04:34:26
,Northern Mariana Islands,US,15.0979,145.6739,31.0,2.0,2020-07-12,04:34:30
,Northern Mariana Islands,US,15.0979,145.6739,33.0,2.0,2020-07-13,04:43:04
,Northern Mariana Islands,US,15.0979,145.6739,33.0,2.0,2020-07-14,04:34:46
,Northern Mariana Islands,US,15.0979,145.6739,33.0,2.0,2020-07-15,04:34:39
,Northern Mariana Islands,US,15.0979,145.6739,36.0,2.0,2020-07-16,04:44:59
,Northern Mariana Islands,US,15.0979,145.6739,36.0,2.0,2020-07-17,04:34:50
,Northern Mariana Islands,US,15.0979,145.6739,37.0,2.0,2020-07-18,04:34:45
,Northern Mariana Islands,US,15.0979,145.6739,37.0,2.0,2020-07-19,04:34:58
,Northern Mariana Islands,US,15.0979,145.6739,37.0,2.0,2020-07-20,05:34:40
,Northern Mariana Islands,US,15.0979,145.6739,37.0,2.0,2020-07-21,04:38:46
,Northern Mariana Islands,US,15.0979,145.6739,37.0,2.0,2020-07-22,04:34:42
,Northern Mariana Islands,US,15.0979,145.6739,38.0,2.0,2020-07-23,05:15:04
,Northern Mariana Islands,US,15.0979,145.6739,38.0,2.0,2020-07-24,05:30:40
,Northern Mariana Islands,US,15.0979,145.6739,38.0,2.0,2020-07-25,04:47:39
,Northern Mariana Islands,US,15.0979,145.6739,38.0,2.0,2020-07-26,04:35:00
,Northern Mariana Islands,US,15.0979,145.6739,39.0,2.0,2020-07-27,04:35:02
,Northern Mariana Islands,US,15.0979,145.6739,40.0,2.0,2020-07-28,04:58:43
